NOM_SCIENTIFIQUE;Humidité_atmosphérique;Humidité_édaphique;Réaction_du_sol_(pH);Lumière;Texture;Matière_organique;Température;Continentalité;Niveau_trophique;Salinité
Amaranthus spinosus L.;5;5;5;9;5;1;9;1;7;0
Amaranthus standleyanus Parodi ex Covas;3;4;7;8;3;3;8;5;7;0
Amaranthus viridis L.;4;4;5;9;5;1;9;3;7;0
Ambrosia artemisiifolia L.;4;4;8;9;3;3;6;4;6;0
Ambrosia psilostachya DC.;3;4;7;8;3;2;6;4;8;0
Ambrosia tenuifolia Spreng.;4;4;8;8;3;2;8;4;7;0
Ambrosia trifida L.;4;4;8;9;3;3;8;4;6;0
Ambrosina bassii L.;4;4;4;8;4;4;8;3;4;0
Amelanchier lamarckii F.G.Schroed.;4;4;8;8;8;2;7;4;4;0
Amelanchier ovalis Medik. ;5;4;7;8;3;2;7;4;4;0
Amelanchier ovalis Medik. subsp. ovalis;5;4;7;8;3;2;7;4;4;0
Amelanchier ovalis subsp. embergeri Favarger & Stearn;4;4;8;8;8;2;7;4;4;0
Amelichloa brachychaeta (Godr.) Arriaga & Barkworth;3;3;8;8;4;2;8;3;7;0
Ammannia coccinea Rottb.;9;10;7;9;1;8;9;2;8;0
Ammi majus L. ;4;4;8;7;3;2;8;3;7;0
Ammoides pusilla (Brot.) Breistr.;4;4;7;8;8;1;8;4;6;0
Ammophila arenaria (L.) Link ;5;5;7;9;5;1;5;1;5;3
Ammophila arenaria (L.) Link subsp. arenaria;5;5;7;9;5;1;4;1;5;3
Ammophila arenaria subsp. arundinacea (Husn.) H.Lindb.;4;5;7;9;5;1;8;1;5;3
Amorpha fruticosa L.;5;5;7;8;3;2;6;4;5;0
Ampelodesmos mauritanicus (Poir.) T.Durand & Schinz;2;2;8;9;2;1;9;3;4;0
Amsinckia lycopsoides (Lehm.) Lehm.;4;3;6;8;4;2;6;4;6;0
Amsinckia micrantha Suksd.;4;5;6;8;4;1;7;5;7;0
Anacamptis collina (Banks & Sol. ex Russell) R.M.Bateman, Pridgeon & M.W.Chase;4;5;4;8;3;4;8;3;3;0
Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase;6;6;5;7;1;8;5;5;3;0
Anacamptis coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase subsp. coriophora;7;7;6;8;2;9;6;4;2;0
Anacamptis coriophora subsp. martrinii (Timb.-Lagr.) Jacquet & Scappat.;4;5;4;8;3;4;8;3;3;0
Anacamptis fragrans (Pollini) R.M.Bateman;7;7;6;8;2;9;7;3;2;0
Anacamptis laxiflora (Lam.) R.M.Bateman, Pridgeon & M.W.Chase;8;7;7;8;1;8;7;3;5;0
Anacamptis morio (L.) R.M.Bateman, Pridgeon & M.W.Chase;5;4;7;7;4;3;5;4;3;0
Anacamptis morio subsp. champagneuxii (Barnéoud) H.Kretzschmar, Eccarius & H.Dietr.;4;5;4;8;3;4;8;3;3;0
Anacamptis morio subsp. longicornu (Poir.) H.Kretzschmar, Eccarius & H.Dietr.;4;5;4;8;3;4;8;3;3;0
Anacamptis morio subsp. picta (Loisel) Jacquet & Scappat.;4;5;8;8;3;2;8;3;3;0
Anacamptis palustris (Jacq.) R.M.Bateman, Pridgeon & M.W.Chase;8;8;7;9;1;9;6;4;2;1
Anacamptis palustris (Jacq.) R.M.Bateman, Pridgeon & M.W.Chase subsp. palustris;8;8;7;9;1;9;6;4;2;1
Anacamptis palustris subsp. robusta (T.Stephenson) R.M.Bateman, Pridgeon & M.W.Chase;8;8;8;8;1;9;8;3;2;1
Anacamptis papilionacea (L.) R.M.Bateman, Pridgeon & M.W.Chase;4;5;8;8;3;2;8;3;3;0
Anacamptis pyramidalis (L.) Rich.;4;4;9;8;3;2;6;3;3;0
Anacamptis pyramidalis (L.) Rich. var. pyramidalis;4;4;9;8;3;2;6;3;3;0
Anacamptis pyramidalis var. tanayensis Chenevard;6;4;7;9;3;2;3;8;2;0
Anacyclus clavatus (Desf.) Pers.;4;3;6;8;4;3;8;3;6;0
Anacyclus radiatus Loisel.;2;3;7;8;4;1;8;3;6;0
Anacyclus valentinus L.;2;3;7;8;4;1;8;3;6;0
Anagyris foetida L.;4;4;6;8;3;3;8;3;6;0
Anaphalis margaritacea (L.) Benth. & Hook.f.;3;4;7;8;3;1;8;3;6;0
Anarrhinum bellidifolium (L.) Willd.;5;4;4;7;4;4;6;4;4;0
Anarrhinum corsicum Jord. & Fourr.;5;5;4;7;3;4;8;3;4;0
Anarrhinum laxiflorum Boiss.;3;3;8;4;8;1;8;3;4;0
Anchusa crispa Viv.;4;4;7;9;5;1;8;1;6;4
Anchusa italica Retz.;3;3;7;9;5;1;8;3;6;0
Anchusa ochroleuca M.Bieb.;3;3;7;8;4;1;7;3;6;0
Anchusa officinalis L. ;5;4;7;7;4;2;6;5;6;0
Anchusa procera Besser ex Link;5;4;7;7;4;2;6;5;5;0
Anchusa undulata L.;3;3;7;9;5;1;8;3;7;0
Andrachne telephioides L. ;3;4;8;9;3;1;8;3;6;0
Andromeda polifolia L.;9;9;4;8;1;9;4;5;1;0
Andropogon distachyos L.;2;2;8;9;2;1;9;3;4;0
Androsace adfinis Biroli;5;5;8;8;3;7;2;8;2;0
Androsace adfinis Biroli subsp. adfinis;5;5;8;8;3;7;2;8;2;0
Androsace adfinis subsp. brigantiaca (Jord. & Fourr.) Kress;5;5;8;8;3;7;1;8;2;0
Androsace adfinis subsp. puberula (Jord. & Fourr.) Kress;5;5;4;8;4;7;1;8;2;0
Androsace albimontana D. Jord. & Jacquemoud;;;;;;;;;;
Androsace alpina (L.) Lam.;5;5;2;8;4;1;1;8;2;0
Androsace argentea (C.F.Gaertn.) Lapeyr.;6;4;4;9;8;1;2;4;2;0
Androsace chaixii Gren.;4;5;4;4;3;4;6;3;4;0
Androsace chamaejasme Wulfen;5;5;9;9;5;2;2;6;2;0
Androsace ciliata DC.;6;6;4;8;7;1;1;3;3;0
Androsace cylindrica DC.;6;5;8;7;8;1;2;3;3;0
Androsace cylindrica DC. subsp. cylindrica;6;5;8;7;8;1;2;3;3;0
Androsace cylindrica subsp. hirtella (Dufour) Greuter & Burdet;6;5;8;7;8;1;2;3;3;0
Androsace elongata L.;5;4;6;9;3;2;4;4;4;0
Androsace halleri L.;4;5;3;8;6;7;1;4;1;0
Androsace helvetica (L.) All.;5;5;8;9;8;1;2;4;3;0
Androsace lactea L.;5;5;8;5;8;1;2;5;3;0
Androsace laggeri A.L.P.Huet;4;5;3;8;6;7;1;4;1;0
Androsace maxima L. ;3;4;7;8;3;2;7;6;5;0
Androsace obtusifolia All.;5;5;1;8;4;1;2;4;1;0
Androsace pubescens DC.;5;5;8;8;7;1;1;7;3;0
Androsace pyrenaica Lam.;5;5;3;7;8;1;1;3;3;0
Androsace septentrionalis L.;2;2;7;7;3;2;2;8;2;0
Androsace villosa L.;6;5;7;8;3;7;2;7;1;0
Androsace vitaliana (L.) Lapeyr.;5;5;3;7;6;1;1;3;3;0
Andryala integrifolia L.;5;5;6;6;3;3;7;4;6;0
Andryala ragusina L.;3;4;3;8;4;4;8;4;3;0
Anemonastrum narcissiflorum (L.) Holub;6;6;7;8;3;3;2;5;4;0
Anemonastrum narcissiflorum (L.) Holub subsp. narcissiflorum;6;6;7;8;3;3;2;5;4;0
Anemone apennina L.;7;6;6;4;2;3;6;4;5;0
Anemone baldensis L.;5;5;8;7;6;1;1;8;3;0
Anemone coronaria L.;4;5;7;7;3;2;8;3;5;0
Anemone hortensis L. ;4;5;7;7;3;2;8;3;4;0
Anemone hortensis L. subsp. hortensis;4;5;7;7;3;2;8;3;4;0
Anemone hortensis subsp. pavonina (Lam.) Arcang.;4;5;7;7;3;2;8;3;4;0
Anemone nemorosa L.;7;5;5;4;3;4;5;5;5;0
Anemone palmata L.;5;5;8;8;3;2;8;4;5;0
Anemone ranunculoides L.;8;7;7;4;1;3;6;4;6;0
Anemone ranunculoides L. subsp. ranunculoides;8;7;7;4;1;3;6;4;6;0
Anemone sylvestris L.;4;4;7;6;3;2;7;7;3;0
Anemone trifolia L.;7;5;5;4;3;3;7;3;5;0
Anemone trifolia L. subsp. trifolia;7;5;5;4;3;3;7;3;5;0
Anemone trifolia subsp. albida (Mariz) Ulbr.;7;5;5;4;3;3;6;2;5;0
Anethum graveolens L.;3;4;7;7;3;3;6;6;7;0
Angelica archangelica L. ;8;7;7;8;2;8;4;6;7;1
Angelica archangelica L. subsp. archangelica;8;7;7;8;2;8;4;6;7;1
Angelica archangelica subsp. litoralis (Fr.) Thell.;8;8;7;8;1;8;4;2;7;2
Angelica heterocarpa J.Lloyd;8;7;6;8;2;8;6;2;6;0
Angelica razulii Gouan;7;6;5;8;2;3;3;3;7;0
Angelica sylvestris L. ;8;7;5;5;1;8;5;4;5;0
Angelica sylvestris L. subsp. sylvestris;8;7;5;5;1;8;5;4;5;0
Angelica sylvestris subsp. bernardae Reduron;7;6;7;8;1;8;3;5;8;0
Anisantha diandra (Roth) Tutin ex Tzvelev;3;3;8;8;3;3;6;6;7;0
Anisantha fasciculata (C.Presl) Nevski;3;3;7;8;3;2;8;4;5;0
Anisantha fasciculata (C.Presl) Nevski subsp. fasciculata;3;3;7;8;3;2;8;4;5;0
Anisantha madritensis (L.) Nevski;2;3;8;7;4;3;7;4;7;0
Anisantha rigida (Roth) Hyl.;3;3;8;8;3;3;6;6;7;0
Anisantha rubens (L.) Nevski;2;3;8;7;4;3;8;3;7;0
Anisantha sterilis (L.) Nevski;4;4;6;7;3;2;6;5;8;0
Anisantha tectorum (L.) Nevski;4;4;8;8;3;2;6;5;6;0
Anoda cristata (L.) Schltdl.;4;4;5;9;2;3;9;3;7;0
Anogramma leptophylla (L.) Link;3;4;5;5;4;3;8;3;5;0
Antennaria carpatica (Wahlenb.) Bluff & Fingerh.;5;5;6;8;4;7;2;5;2;0
Antennaria dioica (L.) Gaertn.;5;4;3;8;4;4;4;5;2;0
Anthemis arvensis L.;5;5;4;7;4;3;6;5;6;0
Anthemis arvensis L. subsp. arvensis;5;5;4;7;4;3;6;5;6;0
Anthemis arvensis subsp. incrassata (Loisel.) Nyman;5;4;4;7;3;4;8;4;6;0
Anthemis arvensis subsp. sphacelata (C.Presl) R.Fern.;4;4;4;7;4;4;6;4;5;0
Anthemis asperula Bertol.;3;4;6;7;3;2;8;3;7;0
Anthemis cotula L.;5;4;4;7;4;2;6;4;5;0
Anthemis cretica L.;4;5;5;7;4;3;4;7;4;0
Anthemis cretica subsp. carpatica (Waldst. & Kit. ex Willd.) Grierson;4;5;5;7;4;3;4;7;4;0
Anthemis cretica subsp. columnae (Ten.) Franzén;5;5;4;8;3;4;2;4;2;0
Anthemis cretica subsp. gerardiana (Jord.) Greuter;5;5;2;9;6;4;2;3;2;0
Anthemis cretica subsp. saxatilis (DC.) R.Fern.;5;5;2;9;6;4;2;3;2;0
Anthemis maritima L. ;4;4;7;9;4;1;9;1;5;5
Anthemis maritima L. subsp. maritima;4;4;7;9;4;1;9;1;5;5
Anthemis rouyi J.M.Tison;5;5;6;8;3;2;6;5;6;0
Anthemis ruthenica M.Bieb.;3;3;4;7;4;4;6;8;4;0
Anthemis secundiramea Biv. ;5;5;7;9;3;1;8;4;7;4
Anthemis tomentosa L.;5;5;7;9;3;1;8;3;7;5
Anthericum liliago L.;3;3;6;6;3;2;6;4;3;0
Anthericum ramosum L.;4;4;8;5;3;2;5;6;3;0
Anthoxanthum alpinum Á.Löve & D.Löve;6;5;2;7;3;7;2;4;2;0
Anthoxanthum aristatum Boiss.;3;3;2;7;4;1;7;4;3;0
Anthoxanthum odoratum L. ;5;5;4;7;4;4;5;5;4;0
Anthoxanthum ovatum Lag.;4;3;4;9;4;4;8;3;2;0
Anthriscus caucalis M.Bieb.;5;5;6;5;4;2;6;4;7;0
Anthriscus caucalis M.Bieb. var. caucalis ;5;5;6;5;4;2;6;4;7;0
Anthriscus caucalis var. gymnocarpa (Moris) Cannon;5;5;6;5;4;2;6;4;7;0
Anthriscus cerefolium (L.) Hoffm.;5;5;7;7;3;2;6;7;8;0
Anthriscus cerefolium (L.) Hoffm. var. cerefolium ;5;5;7;7;3;2;6;7;8;0
Anthriscus nitida (Wahlenb.) Hazsl.;7;6;7;7;2;8;2;7;8;0
Anthriscus sylvestris (L.) Hoffm.;6;5;6;6;2;3;4;5;8;0
Anthriscus sylvestris (L.) Hoffm. subsp. sylvestris;6;5;6;6;2;3;4;5;8;0
Anthriscus sylvestris subsp. alpina (Vill.) Gremli;7;5;7;8;2;3;3;6;6;0
Anthriscus sylvestris subsp. alpina (Vill.) Gremli var. alpina;7;5;7;8;2;3;2;6;6;0
Anthyllis barba-jovis L.;7;5;6;8;8;3;9;1;6;6
Anthyllis circinnata (L.) D.D.Sokoloff;3;3;7;9;4;1;9;1;3;1
Anthyllis cytisoides L.;2;2;8;8;3;2;8;3;4;0
Anthyllis hermanniae L.;4;2;4;7;5;5;4;3;4;0
Anthyllis montana L. ;5;4;9;9;3;2;6;4;2;0
Anthyllis montana L. subsp. montana;5;4;9;9;3;2;6;4;2;0
Anthyllis vulneraria L.;4;3;7;8;3;2;5;4;2;0
Anthyllis vulneraria L. subsp. vulneraria;4;3;7;8;3;2;5;4;2;0
Anthyllis vulneraria subsp. alpestris (Kit.) Asch. & Graebn.;5;4;8;8;3;2;2;6;2;0
Anthyllis vulneraria subsp. forondae (Sennen) Cullen;6;5;8;8;3;2;3;7;3;0
Anthyllis vulneraria subsp. guyotii (Chodat) Grenon;6;5;7;8;3;7;2;9;3;0
Anthyllis vulneraria subsp. rubriflora (DC.) Arcang.;3;4;8;8;3;2;8;4;4;0
Anthyllis vulneraria subsp. vulnerarioides (All.) Arcang.;6;5;8;8;3;2;3;7;3;0
Antinoria agrostidea (DC.) Parl.;9;9;5;8;3;9;6;3;3;0
Antinoria agrostidea (DC.) Parl. subsp. agrostidea;9;9;5;8;3;9;6;3;3;0
Antinoria insularis Parl.;8;8;5;9;3;3;7;4;5;0
Antirrhinum majus L.;5;5;7;5;9;1;7;4;7;0
Antirrhinum majus L. subsp. majus;5;5;7;5;9;1;7;4;7;0
Antirrhinum majus subsp. latifolium (Mill.) Bonnier & Layens;4;4;8;6;8;1;7;4;4;0
Antirrhinum majus subsp. majus var. pseudomajus Rouy;6;4;8;6;8;1;6;4;5;0
Antirrhinum majus subsp. majus var. striatum (DC.) Rothm.;6;4;8;6;8;1;6;4;5;0
Antirrhinum majus subsp. tortuosum (Bosc ex Lam.) Ball;5;5;7;5;9;1;7;4;7;0
Antirrhinum sempervirens Lapeyr.;7;5;8;3;8;1;2;3;4;0
Apera interrupta (L.) P.Beauv.;3;2;4;9;4;4;7;4;1;0
Apera spica-venti (L.) P.Beauv.;5;5;4;8;3;4;5;5;6;0
Apera spica-venti (L.) P.Beauv. subsp. spica-venti;5;5;4;8;3;4;5;5;6;0
Aphanes arvensis L.;3;4;4;7;4;4;6;4;5;0
Aphanes australis Rydb.;4;4;4;7;4;1;6;3;4;0
Aphanes floribunda (Murb.) Rothm.;3;3;7;8;3;2;7;3;3;0
Aphanes minutiflora (Azn.) Holub;2;3;3;9;5;1;9;1;1;2
Aphyllanthes monspeliensis L.;5;6;7;7;2;2;7;4;4;0
Apium graveolens L.;8;8;6;7;2;8;5;4;5;4
Aponogeton distachyos L.f.;9;9;6;8;1;8;6;4;6;0
Aposeris foetida (L.) Less.;6;5;6;4;3;3;3;4;5;0
Aptenia cordifolia (L.f.) Schwantes ;3;3;5;7;5;4;6;5;7;0
Aquilegia alpina L.;7;6;7;6;2;8;2;6;7;0
Aquilegia atrata W.D.J.Koch;7;4;8;6;2;2;3;4;3;0
Aquilegia bernardi Gren.;5;5;3;3;7;1;2;3;4;0
Aquilegia dumeticola Jord.;4;4;7;6;3;2;8;2;5;0
Aquilegia hirsutissima Timb.-Lagr.;5;5;8;7;7;1;3;3;4;0
Aquilegia litardierei Briq.;7;7;5;7;2;9;3;3;3;0
Aquilegia pyrenaica DC.;5;5;8;7;7;1;2;3;2;0
Aquilegia reuteri Boiss.;5;5;8;7;7;1;2;6;3;0
Aquilegia viscosa Gouan;7;7;8;3;8;1;6;3;4;0
Aquilegia vulgaris L. ;5;5;7;6;3;2;6;5;5;0
Arabidopsis arenosa (L.) Lawalrée;4;4;5;7;6;1;4;6;2;0
Arabidopsis arenosa (L.) Lawalrée subsp. arenosa;4;4;4;7;6;1;4;6;2;0
Arabidopsis arenosa subsp. borbasii (Zapal.) O'Kane & Al-Shehbaz;4;4;6;8;2;1;4;7;2;0
Arabidopsis cebennensis (DC.) O'Kane & Al-Shehbaz;7;6;7;6;2;8;2;4;6;0
Arabidopsis halleri (L.) O'Kane & Al-Shehbaz;4;5;5;8;4;3;4;4;2;0
Arabidopsis halleri (L.) O'Kane & Al-Shehbaz subsp. halleri;4;5;5;8;4;3;4;4;2;0
Arabidopsis thaliana (L.) Heynh.;5;4;4;6;4;3;6;5;5;0
Arabis allionii DC.;5;4;8;8;3;2;2;8;3;0
Arabis alpina L. ;6;5;7;5;5;2;3;3;3;0
Arabis auriculata Lam.;3;5;8;7;3;2;8;4;3;0
Arabis bellidifolia Crantz;5;5;8;7;8;1;2;8;3;0
Arabis bellidifolia subsp. stellulata (Bertol.) Greuter & Burdet;5;5;8;7;8;1;2;8;3;0
Arabis caerulea (All.) Haenke;7;7;9;8;5;1;2;4;4;0
Arabis caucasica Willd. ex Schltdl.;5;5;8;8;3;2;2;7;2;0
Arabis ciliata Clairv.;5;5;9;9;3;2;2;7;3;0
Arabis collina subsp. rosea (DC.) Minuto;5;4;8;6;8;1;5;8;3;0
Arabis collina Ten.;5;4;8;6;8;1;2;4;3;0
Arabis collina Ten. subsp. collina;5;4;8;6;8;1;2;4;3;0
Arabis hirsuta (L.) Scop.;5;4;8;7;3;2;5;5;3;0
Arabis nova Vill.;3;5;8;7;3;2;8;3;3;0
Arabis planisiliqua (Pers.) Rchb.;6;6;7;7;3;3;6;5;4;0
Arabis sagittata (Bertol.) DC.;4;4;8;8;3;2;5;5;3;0
Arabis scabra All.;5;5;8;8;8;1;2;4;3;0
Arabis serpillifolia Vill.;5;5;8;9;3;2;2;7;2;0
Arabis soyeri Reut. & A.L.P.Huet;9;8;7;5;2;8;3;7;4;0
Arabis soyeri Reut. & A.L.P.Huet subsp. soyeri;9;8;7;5;2;8;3;7;4;0
Arabis soyeri subsp. subcoriacea (Gren.) Breistr.;9;8;7;5;2;8;3;7;4;0
Arabis verna (L.) W.T.Aiton;4;4;7;6;3;3;8;3;6;0
Araujia sericifera Brot. ;7;7;7;5;2;8;9;3;5;0
Arbutus unedo L.;6;4;4;6;3;4;7;3;4;0
Arceuthobium oxycedri (DC.) M.Bieb.;4;4;5;5;8;2;8;3;3;0
Arctium lappa L.;5;5;7;8;3;3;5;5;9;0
Arctium minus (Hill) Bernh.;5;5;7;9;3;3;5;5;8;0
Arctium nemorosum Lej.;5;5;7;6;3;2;5;5;8;0
Arctium tomentosum Mill.;5;5;8;8;3;2;5;6;9;0
Arctostaphylos alpina (L.) Spreng.;5;5;3;7;5;6;1;5;2;0
Arctostaphylos uva-ursi (L.) Spreng. ;4;3;4;7;5;7;3;4;1;0
Arctotheca calendula (L.) Levyns;5;4;5;8;3;2;7;4;7;0
Arenaria aggregata (L.) Loisel. ;3;4;5;8;9;1;8;3;2;0
Arenaria aggregata (L.) Loisel. subsp. aggregata;3;4;5;8;9;1;8;3;2;0
Arenaria balearica L.;7;7;7;3;8;1;8;3;5;0
Arenaria bertolonii Fiori;5;5;6;6;8;1;3;3;3;0
Arenaria biflora L.;7;7;5;8;6;7;2;4;2;0
Arenaria ciliata L.;6;5;8;9;5;1;2;4;2;0
Arenaria cinerea DC.;7;4;6;8;3;2;3;6;3;0
Arenaria controversa Boiss.;3;3;6;8;4;2;6;3;3;0
Arenaria erinacea Boiss.;3;3;7;9;3;1;7;3;1;0
Arenaria grandiflora L. ;5;5;8;7;7;1;5;5;3;0
Arenaria grandiflora L. subsp. grandiflora;5;5;8;7;7;1;5;5;3;0
Arenaria hispida L.;3;3;7;9;3;1;6;3;1;0
Arenaria leptoclados (Rchb.) Guss.;3;4;7;7;2;2;5;5;4;0
Arenaria ligericina Lecoq & Lamotte;3;3;8;8;7;1;3;3;2;0
Arenaria marschlinsii W.D.J.Koch;5;5;6;8;3;3;3;6;5;0
Arenaria modesta Dufour ;3;3;7;8;4;2;8;3;4;0
Arenaria modesta Dufour subsp. modesta;3;3;7;8;4;2;8;3;4;0
Arenaria montana L. ;6;5;4;7;4;4;7;3;4;0
Arenaria montana L. subsp. montana;6;5;4;7;4;4;7;3;4;0
Arenaria multicaulis L.;3;3;8;7;7;1;1;5;2;0
Arenaria picta Sm.;3;4;7;8;2;2;6;4;4;0
Arenaria provincialis Chater & G.Halliday;4;4;8;7;6;1;4;3;3;0
Arenaria purpurascens Ramond ex DC.;5;5;8;7;5;2;2;3;3;0
Arenaria serpyllifolia L.;3;4;7;8;2;2;5;5;4;0
Argemone mexicana L.;1;3;7;9;5;3;9;3;7;0
Argentina anserina (L.) Rydb.;7;7;7;6;2;8;5;5;7;2
Argentina anserina (L.) Rydb. subsp. anserina;7;7;7;6;2;8;5;5;7;2
Argyrolobium zanonii (Turra) P.W.Ball ;4;4;7;8;3;2;7;3;4;0
Arisarum vulgare O.Targ.Tozz.;5;4;8;6;2;2;8;3;8;0
Aristavena setacea (Huds.) F.Albers & Butzin;9;9;5;8;3;9;6;4;3;0
Aristolochia clematitis L.;5;4;8;6;4;2;7;3;7;0
Aristolochia clusii Lojac.;3;3;7;9;4;2;9;1;3;0
Aristolochia macrophylla Lam.;8;7;7;8;1;8;5;5;8;0
Aristolochia pallida Willd.;4;5;8;8;2;2;8;3;5;0
Aristolochia pallida Willd. subsp. pallida;4;5;8;8;2;2;8;3;5;0
Aristolochia paucinervis Pomel;4;5;8;8;2;2;8;3;5;0
Aristolochia pistolochia L.;4;5;8;8;2;2;8;3;5;0
Aristolochia rotunda L.;4;5;7;8;2;2;8;4;5;0
Aristolochia rotunda L. subsp. rotunda;4;5;7;8;2;2;8;4;5;0
Aristolochia rotunda subsp. insularis (E.Nardi & Arrigoni) Gamisans;4;5;7;7;2;2;8;3;5;0
Aristolochia tyrrhena E.Nardi & Arrigoni;4;4;7;6;3;2;8;2;5;0
Armeria alpina Willd.;4;4;3;9;5;1;1;4;1;0
Armeria arenaria (Pers.) Schult.;6;4;5;8;3;3;5;3;3;0
Armeria arenaria (Pers.) Schult. subsp. arenaria;6;4;5;8;3;3;5;3;3;0
Armeria arenaria subsp. bupleuroides (Godr. & Gren.) Greuter & Burdet;7;5;6;8;4;3;3;4;5;0
Armeria arenaria subsp. praecox (Jord.) Kerguélen;4;4;8;8;3;2;2;8;2;0
Armeria belgenciensis Donad. ex Kerguélen;3;3;8;3;5;1;7;7;2;0
Armeria bubanii G.H.M.Lawr.;5;5;2;9;6;1;2;3;2;0
Armeria euscadiensis Donad. & Vivant;8;7;7;8;8;3;6;1;5;7
Armeria girardii (Bernis) Litard.;3;3;8;8;5;1;4;3;2;0
Armeria leucocephala Salzm. ex W.D.J.Koch ;5;5;3;7;8;1;2;3;2;0
Armeria malinvaudii H.J.Coste & Soulié;3;3;5;8;9;1;8;3;2;0
Armeria maritima (Mill.) Willd.;7;5;5;8;8;3;6;1;4;6
Armeria maritima (Mill.) Willd. subsp. maritima;7;5;5;8;8;3;6;1;4;6
Armeria maritima subsp. halleri (Wallr.) Rothm.;4;3;6;8;4;3;6;3;1;0
Armeria maritima subsp. miscella (Merino) Malag.;3;6;8;9;8;3;9;1;7;6
Armeria muelleri A.L.P.Huet;5;5;2;8;5;7;1;3;1;0
Armeria multiceps Wallr. ;4;5;2;8;5;5;2;3;2;0
Armeria pubinervis Boiss.;5;3;7;7;7;2;2;3;3;0
Armeria pungens (Link) Hoffmanns. & Link;3;5;7;9;5;1;9;1;5;5
Armeria ruscinonensis Girard;7;5;6;8;8;3;9;1;5;6
Armeria ruscinonensis Girard subsp. ruscinonensis;7;5;6;8;8;3;9;1;5;6
Armeria ruscinonensis subsp. littorifuga (Bernis) Malag.;5;5;2;9;6;1;2;4;2;0
Armeria soleirolii (Duby) Godr.;7;5;5;8;8;3;9;1;5;6
Armeria vulgaris Willd.;4;4;5;7;4;1;4;8;3;0
Armoracia rusticana G.Gaertn., B.Mey. & Scherb.;6;5;5;7;2;3;4;4;9;0
Arnica montana L.;6;5;3;9;3;5;3;4;2;0
Arnica montana L. var. montana;6;5;3;9;3;5;3;4;2;0
Arnoseris minima (L.) Schweigg. & Körte;3;4;3;8;4;4;6;4;4;0
Arrhenatherum elatius (L.) P.Beauv. ex J.Presl & C.Presl ;3;5;7;8;3;3;5;5;7;0
Arrhenatherum elatius (L.) P.Beauv. ex J.Presl & C.Presl subsp. elatius;3;5;7;8;3;3;5;5;7;0
Arrhenatherum elatius subsp. bulbosum (Willd.) Schübler & G.Martens;6;4;4;6;4;4;6;3;4;0
Arrhenatherum elatius subsp. sardoum (Em.Schmid) Gamisans;4;3;3;5;7;1;2;3;3;0
Artemisia abrotanum L.;4;4;7;7;3;2;6;6;7;0
Artemisia absinthium L.;2;4;8;9;3;2;6;7;7;0
Artemisia alba Turra;5;4;9;9;3;2;7;3;5;0
Artemisia annua L.;3;5;7;9;3;3;6;7;6;0
Artemisia arborescens (Vaill.) L.;4;7;7;9;4;2;9;1;6;8
Artemisia atrata Lam.;4;5;2;8;5;1;2;5;1;0
Artemisia austriaca Jacq.;4;4;7;7;3;2;6;6;7;0
Artemisia biennis Willd.;5;5;7;8;4;3;6;7;8;0
Artemisia borealis Pall.;4;4;8;7;1;1;1;8;2;0
Artemisia caerulescens L. ;8;8;8;8;2;3;9;1;7;8
Artemisia caerulescens L. subsp. caerulescens;8;8;8;8;2;3;9;1;7;8
Artemisia caerulescens subsp. densiflora (Viv.) Gamisans ex Kerguélen & Lambinon;8;8;8;8;2;3;9;1;7;8
Artemisia caerulescens subsp. gallica (Willd.) K.M.Perss.;8;8;8;8;2;3;9;1;7;8
Artemisia campestris L.;3;3;8;8;3;2;5;5;5;0
Artemisia campestris L. subsp. campestris;3;3;8;8;3;2;5;5;5;0
Artemisia campestris subsp. alpina (DC.) Arcang.;4;3;8;7;3;7;2;8;3;0
Artemisia campestris subsp. glutinosa (J.Gay ex Besser) Batt.;5;5;7;9;4;1;9;1;6;5
Artemisia campestris subsp. maritima (DC.) Arcang.;3;3;6;7;4;1;6;1;4;1
Artemisia chamaemelifolia Vill.;4;4;8;7;3;7;2;6;2;0
Artemisia dracunculus L.;7;6;6;7;3;8;5;5;6;0
Artemisia eriantha Ten.;4;3;3;8;8;1;1;5;3;0
Artemisia genipi Weber;6;6;8;8;7;1;1;8;4;0
Artemisia glacialis L.;5;5;8;8;7;1;1;8;3;0
Artemisia herba-alba Asso;2;2;8;8;2;1;8;3;5;0
Artemisia insipida Vill.;3;3;8;6;3;2;3;8;3;0
Artemisia maritima L.;5;6;8;8;4;3;6;1;6;6
Artemisia maritima L. subsp. maritima;5;6;8;8;4;3;6;1;6;6
Artemisia molinieri Quézel, M.Barbero & R.J.Loisel;7;8;7;8;4;8;9;2;5;1
Artemisia umbelliformis Lam.;5;5;8;8;8;1;1;3;3;0
Artemisia umbelliformis Lam. subsp. umbelliformis;5;5;8;8;8;1;1;3;3;0
Artemisia verlotiorum Lamotte;6;6;7;7;6;2;6;4;6;0
Artemisia vulgaris L.;4;5;6;7;3;2;5;5;8;0
Artemisia x gapensis Rouy [Artemisia campestris L. x Artemisia chamaemelifolia Vill. subsp. chamaemelifolia];4;4;8;7;3;7;2;6;2;0
Arthrocnemum macrostachyum (Moric.) K.Koch;8;8;8;8;2;3;9;1;7;8
